Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
2394145419,"May 24, 2019, 6:37:23 PM",Evening Run,Run,,3722,10.01,180.0,86,false,,,activities/2545722860.tcx.gz,,,,2881.0,10014.900390625,5.599999904632568,,23.215131759643555,,117.0999984741211,131.1999969482422,15.0,0.003994049038738012,,,102.0,86.03618621826172,180.0,,,,470.0,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2412575880,"May 27, 2019, 5:03:02 PM",Evening Run,Run,,3459,3.97,165.0,25,false,,,activities/2564817484.tcx.gz,,,,1333.0,3972.60009765625,3.5999999046325684,,,,117.19999694824219,119.0999984741211,5.199999809265137,-0.02265518717467785,,,87.0,83.72740936279297,165.0,,,,197.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2412576764,"May 31, 2019, 6:37:28 PM",Evening Run,Run,,2795,8.49,189.0,87,false,,,activities/2564818346.tcx.gz,,,,2513.0,8495.099609375,6.199999809265137,,50.950172424316406,,116.19999694824219,131.1999969482422,15.699999809265137,-0.0023542982526123524,,,102.0,85.5271987915039,189.0,,,,419.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2418767757,"Jun 2, 2019, 6:57:53 PM",Evening Run,Run,,2950,7.92,176.0,38,false,,,activities/2571254848.tcx.gz,,,,2325.0,7928.89990234375,4.5,,40.33327102661133,,114.9000015258789,131.5,22.200000762939453,0.0,,,92.0,85.27823638916016,176.0,,,,334.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434211420,"Jun 8, 2019, 2:59:33 PM",Afternoon Run,Run,,2977,10.06,196.0,170,false,,,activities/2587200944.tcx.gz,,,,2968.0,10065.7001953125,4.900000095367432,,62.92307662963867,,115.69999694824219,134.10000610351562,32.400001525878906,0.002980418736115098,,,90.0,85.81806182861328,196.0,,,,578.0,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434212285,"Jun 3, 2019, 5:02:09 PM",Evening Run,Run,,3376,4.87,172.0,38,false,,,activities/2587201779.tcx.gz,,,,1421.0,4872.10009765625,6.400000095367432,,,,117.19999694824219,119.0999984741211,9.100000381469727,-0.02052503079175949,,,98.0,84.83003997802734,172.0,,,,227.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2442697283,"Jun 10, 2019, 5:02:48 PM",Evening Run,Run,,3874,3.43,162.0,20,false,,,activities/2595999490.tcx.gz,,,,1018.0,3438.0,10.600000381469727,,,,117.19999694824219,119.0,3.0,-0.01745200715959072,,,113.0,83.77259063720703,162.0,,,,155.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2442697811,"Jun 11, 2019, 7:27:55 PM",Night Run,Run,,1488,5.28,186.0,77,false,,,activities/2595999986.tcx.gz,,,,1479.0,5288.0,5.400000095367432,,26.124469757080078,,114.80000305175781,131.5,11.300000190734863,-0.0586232990026474,,,87.0,84.51356506347656,186.0,,,,281.0,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2447751720,"Jun 13, 2019, 6:51:38 PM",Evening Run,Run,,3598,10.28,182.0,94,false,,,activities/2601213375.tcx.gz,,,,3042.0,10283.599609375,5.0,,41.40804672241211,,115.69999694824219,131.5,7.199999809265137,-0.0019448442617431283,,,87.0,84.11890411376953,182.0,,,,483.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2461335623,"Jun 17, 2019, 5:01:35 PM",Evening Run,Run,,2755,2.34,159.0,11,false,,,activities/2615277338.tcx.gz,,,,733.0,2343.0,6.599999904632568,,,,117.19999694824219,119.19999694824219,6.900000095367432,-0.02987622655928135,,,85.0,81.64842987060547,159.0,,,,103.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
